"Berufsgruppe";"Bezeichnung"
"204";"Fachwirt/in - Büro- und Projektorganisation"
"204";"Fachwirt/in - E-Commerce (Weiterbildung)"
"103";"Fachwirt/in - E-Commerce (doppelt qualifizierende Ausbildung)"
"401";"Fachwirt/in - Einkauf/Bachelor Professional in Procurement"
"401";"Fachwirt/in - Energiewirtschaft/Bachelor Professional in Energiewirtschaft"
"204";"Fachwirt/in - Erziehungswesen"
"204";"Fachwirt/in - Facility-Management"
"204";"Fachwirt/in - Fertigungs- und Prozessmanagement"
"204";"Fachwirt/in - Finanzberatung"
"204";"Fachwirt/in - Fitness"
"204";"Fachwirt/in - Gastgewerbe"
"204";"Fachwirt/in - Gesetzliche Renten- und knappschaftliche Sozialversicherung"
"204";"Fachwirt/in - Gesundheits- und Sozialwesen"
"401";"Fachwirt/in - Güterverkehr und Logistik/Bachelor Professional in Transport Management and Logistics"
"204";"Fachwirt/in - Handel (Weiterbildung)"
"103";"Fachwirt/in - Handel (doppelt qualifizierende Ausbildung)"
"401";"Fachwirt/in - Handwerk/Bachelor Professional für Kaufmännisches Management nach der Handwerksordnung"
"204";"Fachwirt/in - Holzindustrie und Holzhandel"
"204";"Fachwirt/in - Immobilien"
"204";"Fachwirt/in - Industrie"
"204";"Fachwirt/in - Informationsdienste"
"204";"Fachwirt/in - Kosmetik und Wellness"
"204";"Fachwirt/in - Leasing"
"401";"Fachwirt/in - Logistiksysteme/Bachelor Professional in Logistiksysteme"
"401";"Fachwirt/in - Marketing/Bachelor Professional in Marketing"
"401";"Fachwirt/in - Medien/Bachelor Professional in Media"
"204";"Fachwirt/in - Organisation und Führung (Sozialwesen)"
"204";"Fachwirt/in - Personaldienstleistung"
"204";"Fachwirt/in - Personenverkehr und Mobilität"
"204";"Fachwirt/in - Recht"
"204";"Fachwirt/in - Sport"
"204";"Fachwirt/in - Steuer"
"204";"Fachwirt/in - Tanzschulen"
"204";"Fachwirt/in - Tourismus"
"204";"Fachwirt/in - Umweltschutz"
"204";"Fachwirt/in - Veranstaltung"
"204";"Fachwirt/in - Vertrieb im Einzelhandel (Weiterbildung)"
"103";"Fachwirt/in - Vertrieb im Einzelhandel (doppelt qualifizierende Ausbildung)"
"204";"Fachwirt/in - Verwaltung"
"204";"Fachwirt/in - Wirtschaft"
"204";"Fachwirt/in - Zahnärztliches Praxismanagement"
"404";"Fachzahnarzt/-ärztin"
"301";"Facility-Management, Technisches Gebäudemanagement (grundständig)"
"302";"Facility-Management, Technisches Gebäudemanagement (weiterführend)"
"403";"Facility-Manager/in"
"700";"Fahrbahnmarkierer/in"
"700";"Fahrbetriebsregler/in (Straßenverkehr)"
"700";"Fahrer/in - Personenbeförderung"
"205";"Fahrlehrer/in"
"700";"Fahrradkurier/in"
"101";"Fahrradmonteur/in"
"301";"Fahrzeuginformatik, -elektronik (grundständig)"
"302";"Fahrzeuginformatik, -elektronik (weiterführend)"
"101";"Fahrzeuginterieur-Mechaniker/in"
"101";"Fahrzeuglackierer/in"
"700";"Fahrzeugpfleger/in"
"301";"Fahrzeugtechnik (grundständig)"
"302";"Fahrzeugtechnik (weiterführend)"
"700";"Falkner/in"
"700";"Fallmanager/in"
"700";"Familien-/Paartherapeut/in"
"700";"Farb-, Stil- und Imageberater/in"
"101";"Fassadenmonteur/in"
"105";"Fechtlehrer/in"
"700";"Feelgood-Manager/in"
"101";"Feinoptiker/in"
"401";"Feinoptikermeister/in/Bachelor Professional im Feinoptiker-Handwerk"
"101";"Feinpolierer/in"
"101";"Feinwerkmechaniker/in"
"401";"Feinwerkmechanikermeister/in/Bachelor Professional im Feinmechaniker-Handwerk"
"600";"Feldwebel - Allgemeiner Fachdienst"
"600";"Feldwebel - Geoinformationsdienst"
"600";"Feldwebel - Militärmusikdienst"
"600";"Feldwebel - Sanitätsdienst"
"600";"Feldwebel - Truppendienst"
"700";"Fertighausmonteur/in"
"101";"Fertigungsmechaniker/in"
"205";"Fertigungsplaner/in - Tischlerhandwerk"
"101";"Feuerungs- und Schornsteinbauer/in"
"700";"Feuerwehrgerätewart/in"
"101";"Figurenkeramformer/in"
"301";"Figurentheater (grundständig)"
"700";"Filialleiter/in, Verkaufsstellenleiter/in"
"301";"Film-, Fernsehkamera (grundständig)"
"301";"Film-, Fernsehproduktion (grundständig)"
"302";"Film-, Fernsehproduktion (weiterführend)"
"700";"Filmgeschäftsführer/in"
"105";"Filmproduzent/in"
"403";"Filmwissenschaftler/in"
"301";"Finanz- und Rechnungswesen, Controlling (grundständig)"
"302";"Finanz- und Rechnungswesen, Controlling (weiterführend)"
"301";"Finanz-, Wirtschaftsmathematik (grundständig)"
"302";"Finanz-, Wirtschaftsmathematik (weiterführend)"
"103";"Finanzassistent/in (doppelt qualifizierende Ausbildung)"
"204";"Finanzbuchhalter/in"
"700";"Finanzmakler/in"
"403";"Finanzwirt/in"
"403";"Finnougrist/in"
"301";"Finnougristik (grundständig)"
"302";"Finnougristik (weiterführend)"
"700";"Fintech-Entwickler/in"
"301";"Fischereiwesen, Aquakultur (grundständig)"
"302";"Fischereiwesen, Aquakultur (weiterführend)"
"101";"Fischwirt/in - Aquakultur und Binnenfischerei"
"101";"Fischwirt/in - Küstenfischerei und Kleine Hochseefischerei"
"202";"Fischwirtschaftsmeister/in - Fischhaltung und Fischzucht"
"202";"Fischwirtschaftsmeister/in - Kleine Hochsee- und Küstenfischerei"
"202";"Fischwirtschaftsmeister/in - Seen- und Flussfischerei"
"105";"Fitnesstrainer/in"
"101";"Flachglastechnologe/-technologin"
"101";"Flechtwerkgestalter/in"
"101";"Fleischer/in"
"401";"Fleischermeister/in/Bachelor Professional im Fleischer-Handwerk"
"401";"Flexografenmeister/in/Bachelor Professional im Flexografen-Handwerk"
"101";"Fliesen-, Platten- und Mosaikleger/in"
"401";"Fliesen-, Platten- und Mosaiklegermeister/in/Bachelor Professional im Fliesen-, Platten- und Mosaikleger-Handwerk"
"101";"Florist/in"
"202";"Floristmeister/in"
"105";"Flugbegleiter/in"
"700";"Flugbetriebsleiter/in"
"105";"Flugdatenbearbeiter/in"
"105";"Flugdienstberater/in"
"101";"Fluggerätelektroniker/in"
"101";"Fluggerätmechaniker/in - Fertigungstechnik"
"101";"Fluggerätmechaniker/in - Instandhaltungstechnik"
"101";"Fluggerätmechaniker/in - Triebwerkstechnik"
"700";"Flughafenstationsleiter/in"
"105";"Fluglehrer/in"
"105";"Fluglotse/Fluglotsin"
"700";"Flugsicherungstechniker/in"
"700";"Flugzeugreiniger/in"
"700";"Flussmeister/in"
"700";"Fondsmanager/in"
"700";"Food-and-Beverage-Assistant"
"700";"Food-and-Beverage-Manager/in"
"700";"Foodstylist/in"
"700";"Forschungs- und Entwicklungsingenieur/in"
"700";"Forschungsreferent/in"
"205";"Forstmaschinenführer/in"
"700";"Forstverwalter/in / Betriebsleiter/in - Forst"
"101";"Forstwirt/in"
"202";"Forstwirtschaftsmeister/in"
"700";"Forstwirtschaftssachverständige/r"
"301";"Forstwissenschaft, -wirtschaft (grundständig)"
"302";"Forstwissenschaft, -wirtschaft (weiterführend)"
"102";"Foto- und medientechnische/r Assistent/in"
"403";"Fotodesigner/in"
"101";"Fotograf/in"
"401";"Fotografenmeister/in/Bachelor Professional im Fotografen-Handwerk"
"301";"Fotografie (grundständig)"
"302";"Fotografie (weiterführend)"
"101";"Fotomedienfachmann/-frau"
"700";"Fraud-Analyst/in"
"600";"Freiwillig Wehrdienstleistende/r - Laufbahngruppe Mannschaften"
"700";"Fremdenführer/in"
"700";"Fremdfirmenkoordinator/in"
"302";"Fremdsprachendidaktik (weiterführend)"
"102";"Fremdsprachenkorrespondent/in"
"403";"Fremdsprachenlehrer/in"
"302";"Friedens-, Konfliktforschung (weiterführend)"
"700";"Friedhofsarbeiter/in"
"101";"Friseur/in"
"401";"Friseurmeister/in/Bachelor Professional im Friseur-Handwerk"
"700";"Fuger/in, Verfuger/in"
"700";"Fuhrparkleiter/in"
"700";"Fundraiser/in"
"700";"Fundusverwalter/in"
"700";"Funkbediener/in (Taxibetrieb)"
"700";"Funker/in"
"700";"Futtermeister/in"
"105";"Fußballtrainer/in"
"105";"Förderlehrkraft"
"403";"Förster/in (Hochschule)"
"401";"Galvaniseurmeister/in/Bachelor Professional im Galvaniseur-Handwerk"
"700";"Game Artist"
"700";"Game Programmer"
"700";"Game-Producer/in"
"301";"Gamedesign, Interactiondesign (grundständig)"
"302";"Gamedesign, Interactiondesign (weiterführend)"
"403";"Gamedesigner/in"
"105";"Gamedesigner/in (Ausbildung)"
"700";"Garten-/Landschaftsgestalter/in"
"301";"Gartenbau (grundständig)"
"302";"Gartenbau (weiterführend)"
"403";"Gartenbauwissenschaftler/in"
"401";"Gastronom/in/Bachelor Professional in Wirtschaft"
"102";"Gastronomische/r Assistent/in"
"301";"Gebärdensprachdolmetschen (grundständig)"
"302";"Gebärdensprachdolmetschen (weiterführend)"
"403";"Gebärdensprachdolmetscher/in"
"205";"Gebäudeenergieberater/in"
"101";"Gebäudereiniger/in"
"401";"Gebäudereinigermeister/in/Bachelor Professional im Gebäudereiniger-Handwerk"
"301";"Gebäudetechnik, Gebäudeenergietechnik (grundständig)"
"302";"Gebäudetechnik, Gebäudeenergietechnik (weiterführend)"
"700";"Gefahrgutbeauftragte/r"
"101";"Geigenbauer/in"
"401";"Geigenbauermeister/in/Bachelor Professional im Geigenbauer-Handwerk"
"700";"Geldwäschebeauftragte/r"
"700";"Geldzähler/in"
"700";"Gemeindearbeiter/in"
"105";"Gemeindediakon/in"
"205";"Gemeindereferent/in - katholisch"
"205";"Gemmologe/Gemmologin"
"301";"Gender Studies (grundständig)"
"302";"Gender Studies (weiterführend)"
"403";"Genderwissenschaftler/in"
"700";"Genehmigungsplaner/in"
"700";"Generalagent/in (Versicherung)"
"700";"Genesungsbegleiter/in"
"700";"Genetiker/in"
"403";"Geograf/in"
"301";"Geografie (grundständig)"
"302";"Geografie (weiterführend)"
"301";"Geoinformatik (grundständig)"
"302";"Geoinformatik (weiterführend)"
"403";"Geoinformatiker/in"
"403";"Geologe/Geologin"
"101";"Geomatiker/in"
"301";"Geophysik (grundständig)"
"302";"Geophysik (weiterführend)"
"403";"Geophysiker/in"
"301";"Geotechnologie (grundständig)"
"302";"Geotechnologie (weiterführend)"
"301";"Geowissenschaften (grundständig)"
"302";"Geowissenschaften (weiterführend)"
"403";"Geowissenschaftler/in"
"403";"Geoökologe/-ökologin"
"301";"Geoökologie (grundständig)"
"302";"Geoökologie (weiterführend)"
"205";"Geprüfte Schutz- und Sicherheitskraft (IHK)"
"503";"Gerichtsvollzieher/in (gehobener Dienst)"
"502";"Gerichtsvollzieher/in (mittlerer Dienst)"
"403";"Germanist/in"
"301";"Germanistik (grundständig)"
"302";"Germanistik (weiterführend)"
"403";"Gerontologe/Gerontologin"
"301";"Gerontologie (grundständig)"
"302";"Gerontologie (weiterführend)"
"700";"Gerätewart/in"
"205";"Gerüstbau-Kolonnenführer/in"
"101";"Gerüstbauer/in"
"401";"Gerüstbauermeister/in/Bachelor Professional im Gerüstbauer-Handwerk"
"301";"Gesang (grundständig)"
"302";"Gesang (weiterführend)"
"301";"Geschichte (grundständig)"
"302";"Geschichte (weiterführend)"
"700";"Geschäftsführer/in"
"700";"Geschäftsführer/in - Maschinen- und Betriebshilfering"
"700";"Geschäftsstellenleiter/in (Bank)"
"700";"Geschäftsstellenleiter/in (Versicherung)"
"401";"Gestalter/in - Bekleidung, Mode/Bachelor Professional in Gestaltung"
"401";"Gestalter/in - Blumenkunst/Bachelor Professional in Gestaltung"
"401";"Gestalter/in - Edelstein, Schmuck und Gerät/Bachelor Professional in Gestaltung"
"401";"Gestalter/in - Farbtechnik und Raumgestaltung/Bachelor Professional in Gestaltung"
"401";"Gestalter/in - Handwerk/Bachelor Professional in Gestaltung"
"401";"Gestalter/in - Holz/Möbel/Raumgestaltung/Bachelor Professional in Gestaltung"
"401";"Gestalter/in - Keramik/Bachelor Professional in Gestaltung"
"401";"Gestalter/in - Produktdesign/Bachelor Professional in Gestaltung"
"401";"Gestalter/in - Werbe- und Mediengestaltung/Bachelor Professional in Gestaltung"
"101";"Gestalter/in - immersive Medien"
"101";"Gestalter/in - visuelles Marketing"
"205";"Gestaltungsberater/in - Raumausstatterhandwerk"
"102";"Gestaltungstechnische/r Assistent/in"
"102";"Gesundheits- und Krankenpflegehelfer/in"
"403";"Gesundheits- und Rehabilitationspsychologe/-psychologin"
"301";"Gesundheits-, Rehabilitationspsychologie (grundständig)"
"302";"Gesundheits-, Rehabilitationspsychologie (weiterführend)"
"700";"Gesundheitsberater/in"
"403";"Gesundheitsförderer/-förderin, -pädagoge/-pädagogin"
"301";"Gesundheitsförderung, -pädagogik (grundständig)"
"302";"Gesundheitsförderung, -pädagogik (weiterführend)"
"301";"Gesundheitsmanagement, -ökonomie (grundständig)"
"302";"Gesundheitsmanagement, -ökonomie (weiterführend)"
"403";"Gesundheitsmanager/in"
"301";"Gesundheitssport (grundständig)"
"302";"Gesundheitssport (weiterführend)"
"301";"Gesundheitswissenschaft, Public Health (grundständig)"
"302";"Gesundheitswissenschaft, Public Health (weiterführend)"
"403";"Gesundheitswissenschaftler/in - Öffentliches Gesundheitswesen"
"202";"Getränkebetriebsmeister/in"
"401";"Gewandmeister/in/Bachelor Professional in Gestaltung"
"700";"Gewerbekundenberater/in"
"700";"Gewässerschutzbeauftragte/r"
"101";"Gießereimechaniker/in"
"101";"Glas- und Porzellanmaler/in"
"401";"Glas- und Porzellanmalermeister/in/Bachelor Professional im Glas- und Porzellanmaler-Handwerk"
"101";"Glasapparatebauer/in"
"401";"Glasbläser- und Glasapparatebauermeister/in/Bachelor Professional im Glasbläser- und Glasapparatebauer-Handwerk"
"101";"Glasbläser/in - Christbaumschmuck"
"101";"Glasbläser/in - Glasgestaltung"
"101";"Glasbläser/in - Kunstaugen"
"101";"Glaser/in - Fenster- und Glasfassadenbau"
"101";"Glaser/in - Verglasung und Glasbau"
"401";"Glasermeister/in/Bachelor Professional im Glaser-Handwerk"
"700";"Glasfasermonteur/in"
"101";"Glasmacher/in"
"101";"Glasveredler/in - Glasmalerei und Kunstverglasung"
"101";"Glasveredler/in - Kanten- und Flächenveredlung"
"101";"Glasveredler/in - Schliff und Gravur"
"401";"Glasveredlermeister/in/Bachelor Professional im Glasveredler-Handwerk"
"700";"Gleichstellungsbeauftragte/r"
"101";"Gleisbauer/in"
"401";"Gleisbaumeister/in/Bachelor Professional für Gleisbau"
"700";"Global-Sourcing-Manager/in"
"101";"Gold- und Silberschmied/in - Goldschmieden"
"101";"Gold- und Silberschmied/in - Silberschmieden"
"401";"Gold- und Silberschmiedemeister/in/Bachelor Professional im Gold- und Silberschmiede-Handwerk"
"105";"Golflehrer/in"
"700";"Grabungsleiter/in"
"101";"Graveur/in"
"401";"Graveurmeister/in/Bachelor Professional im Graveur-Handwerk"
"700";"Growth-Manager/in"
"700";"Gruppen-, Teamleiter/in"
"700";"Gruppentänzer/in"
"403";"Gräzist/in"
"700";"Gründungsberater/in"
"700";"Guest-Relations-Manager/in"
"102";"Gymnastiklehrer/in"
"101";"Gärtner/in - Baumschule"
"101";"Gärtner/in - Friedhofsgärtnerei"
"101";"Gärtner/in - Garten- und Landschaftsbau"
"101";"Gärtner/in - Gemüsebau"
"101";"Gärtner/in - Obstbau"
"101";"Gärtner/in - Staudengärtnerei"
"101";"Gärtner/in - Zierpflanzenbau"
"202";"Gärtnermeister/in - Baumschule"
"202";"Gärtnermeister/in - Friedhofsgärtnerei"
"202";"Gärtnermeister/in - Garten- und Landschaftsbau"
"202";"Gärtnermeister/in - Gemüsebau"
"202";"Gärtnermeister/in - Obstbau"
"202";"Gärtnermeister/in - Staudengärtnerei"
"202";"Gärtnermeister/in - Zierpflanzenbau"
"700";"Gästebetreuer/in"
"105";"HNO-Audiologieassistent/in"
"205";"Hafenfacharbeiter/in"
"700";"Hafenmeister/in"
"101";"Hafenschiffer/in"
"103";"Handelsassistent/in (doppelt qualifizierende Ausbildung)"
"301";"Handelsbetriebswirtschaft (grundständig)"
"302";"Handelsbetriebswirtschaft (weiterführend)"
"700";"Handelsvertreter/in"
"301";"Handwerksmanagement (grundständig)"
"101";"Handzuginstrumentenmacher/in"
"401";"Handzuginstrumentenmachermeister/in/Bachelor Professional im Handzuginstrumentenmacher-Handwerk"
"102";"Haus- und Familienpfleger/in (Ausbildung)"
"401";"Haus- und Familienpfleger/in/Bachelor Professional in Sozialwesen"
"700";"Hausdame/Housekeeper"
"700";"Hausdamenassistent/in"
"700";"Hausmeister/in"
"205";"Hauswart/in/Haustechniker/in"
"101";"Hauswirtschafter/in"
"401";"Hauswirtschaftliche/r Betriebsleiter/in/Bachelor Professional in Wirtschaft"
"403";"Hebamme"
"301";"Hebammenkunde (grundständig)"
"302";"Hebammenkunde (weiterführend)"
"102";"Heilerziehungspflegeassistent/in"
"102";"Heilerziehungspfleger/in"
"205";"Heileurythmist/in"
"105";"Heilpraktiker/in"
"105";"Heilpraktiker/in - Psychotherapie"
"401";"Heilpädagoge/-pädagogin/Bachelor Professional in Sozialwesen"
"301";"Heilpädagogik (grundständig)"
"302";"Heilpädagogik (weiterführend)"
"700";"Heimerzieher/in"
"700";"Heimleiter/in"
"800";"Helfer/in - Altenpflege/Persönliche Assistenz"
"800";"Helfer/in - Ausbau"
"800";"Helfer/in - Bergbau, Tagebau"
"800";"Helfer/in - Bodenverlegung"
"800";"Helfer/in - Büro, Verwaltung"
"800";"Helfer/in - Chemie- und Pharmatechnik"
"800";"Helfer/in - Druck"
"800";"Helfer/in - Elektro"
"800";"Helfer/in - Fahrzeugbau und -instandhaltung"
"800";"Helfer/in - Farb- und Lacktechnik"
"800";"Helfer/in - Feinmechanik, Werkzeugbau"
"800";"Helfer/in - Fischwirtschaft"
"800";"Helfer/in - Forstwirtschaft"
"800";"Helfer/in - Friseurgewerbe"
"800";"Helfer/in - Gartenbau"
"800";"Helfer/in - Gastgewerbe"
"800";"Helfer/in - Glasherstellung und -verarbeitung"
"800";"Helfer/in - Hauswirtschaft"
"800";"Helfer/in - Hochbau"
"800";"Helfer/in - Holz, Flechtwaren"
"800";"Helfer/in - Hotel"
"800";"Helfer/in - Keramik"
"800";"Helfer/in - Klempnerei, Installation"
"800";"Helfer/in - Kunststoff, Kautschuk"
"800";"Helfer/in - Kurier-, Zustell- und Postdienstleistungen"
"800";"Helfer/in - Küche"
"800";"Helfer/in - Lagerwirtschaft, Transport"
"800";"Helfer/in - Landwirtschaft"
"800";"Helfer/in - Lebensmittelherstellung"
"800";"Helfer/in - Malerei, Lackiererei"
"800";"Helfer/in - Maschinenbau, Betriebstechnik"
"800";"Helfer/in - Metallbau"
"800";"Helfer/in - Metallbearbeitung"
"800";"Helfer/in - Metallerzeugung, Gießerei"
"800";"Helfer/in - Metalloberflächenbearbeitung"
"800";"Helfer/in - Naturstein- und Mineralaufbereitung, Baustoffherstellung"
"800";"Helfer/in - Nutztierhaltung"
"800";"Helfer/in - Papier, Verpackung"
"800";"Helfer/in - Pelz, Leder, Schuhe"
"800";"Helfer/in - Reinigung"
"800";"Helfer/in - Textilherstellung"
"800";"Helfer/in - Textilverarbeitung"
"800";"Helfer/in - Tiefbau"
"800";"Helfer/in - Tierpflege"
"800";"Helfer/in - Ver- und Entsorgung"
"800";"Helfer/in - Veranstaltungsservice"
"800";"Helfer/in - Verkauf"
"800";"Helfer/in - stationäre Krankenpflege"
"205";"Hippotherapeut/in"
"403";"Historiker/in"
"101";"Hochbaufacharbeiter/in - Abbruch- und Betontrenntechnikarbeiten"
"101";"Hochbaufacharbeiter/in - Beton- und Stahlbetonarbeiten"
"101";"Hochbaufacharbeiter/in - Feuerungs- und Schornsteinbauarbeiten"
"101";"Hochbaufacharbeiter/in - Maurerarbeiten"
"101";"Holz- und Bautenschützer/in - Bautenschutz"
"101";"Holz- und Bautenschützer/in - Holzschutz"
"101";"Holzbearbeitungsmechaniker/in"
"101";"Holzbildhauer/in"
"401";"Holzbildhauermeister/in/Bachelor Professional im Holzbildhauer-Handwerk"
"101";"Holzblasinstrumentenmacher/in"
"401";"Holzblasinstrumentenmachermeister/in/Bachelor Professional im Holzblasinstrumentenmacher-Handwerk"
"101";"Holzmechaniker/in - Herstellen von Bauelementen, Holzpackmitteln und Rahmen"
"101";"Holzmechaniker/in - Herstellen von Möbeln und Innenausbauteilen"
"101";"Holzmechaniker/in - Montieren von Innenausbauten und Bauelementen"
"101";"Holzspielzeugmacher/in"
"301";"Holztechnik (grundständig)"
"302";"Holztechnik (weiterführend)"
"403";"Holzwirt/in"
"301";"Holzwirtschaft (grundständig)"
"302";"Holzwirtschaft (weiterführend)"
"700";"Homöopath/in"
"700";"Hostess/Host"
"101";"Hotelfachmann/-frau"
"301";"Hotelmanagement (grundständig)"
"302";"Hotelmanagement (weiterführend)"
"202";"Hotelmeister/in"
"205";"Hufbeschlaglehrschmied/in"
"205";"Hufbeschlagschmied/in"
"700";"Humanbiologe/-biologin"
"301";"Humanitäre Hilfe (grundständig)"
"302";"Humanitäre Hilfe (weiterführend)"
"301";"Humanmedizin (grundständig)"
"302";"Humanmedizin (weiterführend)"
"700";"Hundefriseur/in"
"700";"Hundeführer/in"
"205";"Hydraulik-Fachkraft"
"403";"Hydrologe/Hydrologin"
"105";"Hygienekontrolleur/in"
"101";"Hörakustiker/in"
"401";"Hörakustikermeister/in/Bachelor Professional im Hörakustiker-Handwerk"
"700";"Hörfunk- und Fernsehsprecher/in"
"301";"Hörtechnik, Audiologie (grundständig)"
"302";"Hörtechnik, Audiologie (weiterführend)"
"700";"IT-Compliance-Consultant"
"700";"IT-Dispatcher/in"
"700";"IT-Forensiker/in"
"700";"IT-Lizenzmanager/in"
"301";"IT-Management (grundständig)"
"302";"IT-Management (weiterführend)"
"403";"IT-Manager/in"
"700";"IT-Organisator/in"
"700";"IT-Service-Delivery-Manager/in"
"301";"IT-Sicherheit (grundständig)"
"302";"IT-Sicherheit (weiterführend)"
"403";"IT-Sicherheitskoordinator/in"
"101";"IT-System-Elektroniker/in"
"403";"Idea- und Innovations-Manager/in"
"700";"Identity-/Access-Manager/in"
"700";"Illustrator/in"
"700";"Imam"
"700";"Immissionsschutzbeauftragte/r"
"103";"Immobilienassistent/in (doppelt qualifizierende Ausbildung)"
"101";"Immobilienkaufmann/-frau"
"700";"Immobilienmakler/in"
"205";"Immobiliensachverständige/r"
"301";"Immobilienwirtschaft (grundständig)"
"302";"Immobilienwirtschaft (weiterführend)"
"700";"Inbetriebnahmeingenieur/in"
"700";"Inbetriebnahmetechniker/in - Elektrotechnik"
"700";"Inbetriebnahmetechniker/in - Energietechnik"
"700";"Inbetriebnahmetechniker/in - Fahrzeugtechnik"
"700";"Inbetriebnahmetechniker/in - Maschinenbau"
"403";"Indologe/Indologin"
"301";"Indologie (grundständig)"
"302";"Indologie (weiterführend)"
"403";"Industrie-, Produktdesigner/in"
"101";"Industrie-Isolierer/in"
"301";"Industriebetriebswirtschaft (grundständig)"
"302";"Industriebetriebswirtschaft (weiterführend)"
"101";"Industrieelektriker/in - Betriebstechnik"
"101";"Industrieelektriker/in - Geräte und Systeme"
"104";"Industriefachhelfer/in (§66 BBiG/§42r HwO)"
"101";"Industriekaufmann/-frau"
"101";"Industriekeramiker/in Anlagentechnik"
"101";"Industriekeramiker/in Dekorationstechnik"
"101";"Industriekeramiker/in Modelltechnik"
"101";"Industriekeramiker/in Verfahrenstechnik"
"700";"Industriekletterer/-kletterin"
"101";"Industriemechaniker/in"
"202";"Industriemeister/in - Aufbereitungs- und Verfahrenstechnik"
"202";"Industriemeister/in - Betonsteinindustrie"
"202";"Industriemeister/in - Chemie"
"202";"Industriemeister/in - Elektrotechnik"
"401";"Industriemeister/in - Fahrzeuginterieur-Mechanik/Bachelor Professional für Fahrzeuginterieur-Mechanik"
"401";"Industriemeister/in - Flugzeugbau/Luftfahrttechnik/Bachelor Professional in Luftfahrttechnik"
"202";"Industriemeister/in - Fruchtsaft und Getränke"
"202";"Industriemeister/in - Gießerei"
"202";"Industriemeister/in - Glas"
"202";"Industriemeister/in - Holzbearbeitung"
"202";"Industriemeister/in - Hüttentechnik"
"700";"Industriemeister/in - Instandhaltung und Kundendienst"
"202";"Industriemeister/in - Isolierung"
"202";"Industriemeister/in - Kalk/Zement"
"202";"Industriemeister/in - Keramik"
"202";"Industriemeister/in - Kunststoff und Kautschuk"
"401";"Industriemeister/in - Lack- und Beschichtungstechnik/Bachelor Professional in Lack- und Beschichtungstechnik"
"202";"Industriemeister/in - Lebensmittel"
"202";"Industriemeister/in - Mechatronik"
"202";"Industriemeister/in - Medizintechnik"
"202";"Industriemeister/in - Metall"
"202";"Industriemeister/in - Naturwerkstein"
"401";"Industriemeister/in - Optik/Bachelor Professional in Optics"
"202";"Industriemeister/in - Papier- und Kunststoffverarbeitung"
"202";"Industriemeister/in - Papiererzeugung"
"202";"Industriemeister/in - Pharmazie"
"700";"Industriemeister/in - Planung/Konstruktion"
"202";"Industriemeister/in - Polsterei/Polstermöbel"
"401";"Industriemeister/in - Printmedien/Bachelor Professional in Print"
"700";"Industriemeister/in - Qualitätskontrolle"
"202";"Industriemeister/in - Schuhfertigung"
"202";"Industriemeister/in - Süßwaren"
"202";"Industriemeister/in - Textilwirtschaft"
"202";"Industriemeister/in - allgemein"
"700";"Influencer-Marketing-Manager/in"
"301";"Informatik (grundständig)"
"302";"Informatik (weiterführend)"
"403";"Informatiker/in"
"700";"Information-Architect"
"301";"Informations-, Kommunikationstechnik (grundständig)"
"302";"Informations-, Kommunikationstechnik (weiterführend)"
"700";"Informations-Broker/in"
"101";"Informationselektroniker/in"
"301";"Informationsmanagement (grundständig)"
"302";"Informationsmanagement (weiterführend)"
"403";"Informationsmanager/in"
"700";"Informationssicherheitsbeauftragte/r"
"401";"Informationstechnikermeister/in/Bachelor Professional im Informationstechniker-Handwerk"
"403";"Informationswissenschaftler/in"
"700";"Infotainment-Entwickler/in"
"301";"Infrastrukturmanagement (grundständig)"
"302";"Infrastrukturmanagement (weiterführend)"
"403";"Ingenieur/in - Abfallwirtschaft"
"403";"Ingenieur/in - Agrartechnik"
"403";"Ingenieur/in - Angewandte Mechanik"
"403";"Ingenieur/in - Augenoptik/Optometrie"
"403";"Ingenieur/in - Automatisierungstechnik"
"403";"Ingenieur/in - Batterietechnik"
"403";"Ingenieur/in - Bau"
"403";"Ingenieur/in - Bauphysik"
"403";"Ingenieur/in - Baustoffe"
"403";"Ingenieur/in - Bekleidungstechnik"
"403";"Ingenieur/in - Biomechanik"
"403";"Ingenieur/in - Biotechnologie"
"403";"Ingenieur/in - Brauwesen und Getränketechnologie"
"403";"Ingenieur/in - Chemietechnik"
"403";"Ingenieur/in - Druck- und Medientechnik"
"403";"Ingenieur/in - Elektromobilität"
"403";"Ingenieur/in - Elektrotechnik"
"403";"Ingenieur/in - Energietechnik"
"403";"Ingenieur/in - Erneuerbare Energien"
"403";"Ingenieur/in - Fahrzeugelektronik"
"403";"Ingenieur/in - Fahrzeugtechnik"
"403";"Ingenieur/in - Farben, Lacke"
"403";"Ingenieur/in - Feinwerktechnik"
"403";"Ingenieur/in - Gebäudetechnik/Facility-Management"
"403";"Ingenieur/in - Geotechnik"
"403";"Ingenieur/in - Gießereitechnik"
"403";"Ingenieur/in - Glas, Keramik, Bindemittel"
"403";"Ingenieur/in - Holztechnik"
"403";"Ingenieur/in - Hörtechnik und Audiologie"
"403";"Ingenieur/in - Hüttentechnik"
"403";"Ingenieur/in - Informations-, Kommunikationstechnik"
"403";"Ingenieur/in - Kunststofftechnik"
"403";"Ingenieur/in - Landschaftsbau"
"403";"Ingenieur/in - Lebensmitteltechnologie"
"403";"Ingenieur/in - Luft- und Raumfahrttechnik"
